Player,Stat Type,Prop Team,Home vs. Away,Expected Value,Prop Line,Probability Over,Probability Under,Max Probability
Brandon Clarke,rebounds,IND,1,5.007526486761626,4.5,0.5915101992526306,0.40848980074736946,0.5915101992526306
Sam Hauser,rebounds,PHI,1,2.991023087427568,2.5,0.5902477222833766,0.40975227771662337,0.5902477222833766
Karl-Anthony Towns,points,CHI,0,26.200790742433806,27.5,0.41108419398373564,0.5889158060162644,0.5889158060162644
Ben Sheppard,assists,MEM,0,1.1942823383275651,1.5,0.412367525226114,0.587632474773886,0.587632474773886
Donovan Mitchell,assists,BKN,1,5.082090309724487,5.5,0.4143293005439799,0.5856706994560201,0.5856706994560201
Mikal Bridges,rebounds,CHI,0,3.150321745098808,3.5,0.4145641081874941,0.5854358918125059,0.5854358918125059
Santi Aldama,rebounds,IND,1,6.985913061731734,6.5,0.5854298895724832,0.4145701104275168,0.5854298895724832
Miles Bridges,assists,DEN,1,3.862341447003995,3.5,0.5849122554862496,0.4150877445137504,0.5849122554862496
Zaccharie Risacher,points,ORL,0,12.199877896778077,11.5,0.5835969529428325,0.41640304705716746,0.5835969529428325
Evan Mobley,points,BKN,1,17.375385689006606,16.5,0.5826941861752638,0.4173058138247362,0.5826941861752638
Nic Claxton,points,CLE,0,9.997261212126844,10.5,0.41976256146001845,0.5802374385399816,0.5802374385399816
Tyrese Maxey,rebounds,BOS,0,3.123834888018273,3.5,0.4202806659762317,0.5797193340237683,0.5797193340237683
Bennedict Mathurin,points,MEM,0,17.38044828709949,16.5,0.5754755775809874,0.4245244224190126,0.5754755775809874
Harrison Barnes,rebounds,PHX,0,4.1029032007378445,4.5,0.42471602531563446,0.5752839746843655,0.5752839746843655
Giannis Antetokounmpo,points,LAC,0,29.634013243042286,30.5,0.4257715676101794,0.5742284323898206,0.5742284323898206
Derrick White,assists,PHI,1,4.020802437356468,4.5,0.42682569545080984,0.5731743045491902,0.5731743045491902
Josh Giddey,rebounds,NYK,1,7.024716376565356,6.5,0.5721612953666966,0.4278387046333035,0.5721612953666966
Trae Young,points,ORL,0,28.45827415473755,27.5,0.5717627683241168,0.42823723167588323,0.5717627683241168
